,AAPL,ADI,BSX,COST,ENPH,LLY,MO,MRNA,NEE,NFLX,NVDA,QCOM,RCL,RTX,T,TJX,TMUS,TXN,VRTX,WMT
0,0.025,0.025,0.1,0.1,0.025,0.1,0.025,0.025,0.025,0.025,0.1,0.05049,0.05123,0.025,0.05558,0.06365,0.02904,0.025,0.025,0.1
