date,ticker,adj close,garman klass,rsi,bb_low,bb_mid,bb_high,atr,macd
2020-06-30,AAL,13.069999694824219,0.001034520907038188,47.89930694422806,2.521250489288027,2.7976706072246356,3.074090725161244,2.135455776940781,0.26897839492945014
2020-06-30,AAPL,89.1881103515625,0.00010241123781337287,65.11475736873025,4.380230745254813,4.454954180062556,4.529677614870299,-0.7816165580165022,0.8929130586698677
2020-06-30,ABBV,82.90255737304688,-0.00778518912282403,62.22731613328751,4.358660183380871,4.399743149653721,4.440826115926572,-0.028136031954283526,0.5323878772967819
2020-06-30,ABT,85.3548583984375,0.0001486478517467375,52.31674640452619,4.412652133700706,4.442859068304928,4.4730660029091505,0.8385942332790031,-0.27788922448201636
2020-06-30,ACN,202.88970947265625,-0.0006709633468296557,59.84999821708021,5.226495094384028,5.277784014524093,5.329072934664158,0.11099275794948898,0.7414685262211052
2020-06-30,ADBE,435.30999755859375,0.0003048835752375921,63.89067448323299,5.939866237430009,6.0265933312277316,6.113320425025454,-0.2090996803698674,1.24978117889994
2020-06-30,ADP,136.93923950195312,-0.001837097291370677,52.31260813379573,4.876086441612944,4.935384079490132,4.994681717367319,0.29549632381175817,0.059799852899938104
2020-06-30,ADSK,239.19000244140625,0.00042003203776330293,63.74945320320257,5.404778412398634,5.456900827546607,5.509023242694581,0.47753079361939954,1.5391317762319656
2020-06-30,AMAT,58.35137176513672,0.00041952338460731945,57.38302539380261,4.011366478276237,4.063028124103449,4.114689769930662,-1.1223962834641745,0.10755683609967433
2020-06-30,AMD,52.61000061035156,0.000407133433828397,49.01212415980777,3.9345753555834,3.9973500359033465,4.060124716223293,-0.9183278497087208,-0.3628637293530727
2020-06-30,AMGN,209.8447265625,-0.00406348043743926,55.72496058053102,5.263330468405937,5.317372642956154,5.371414817506371,0.6383086178222483,0.30273415729133596
2020-06-30,AMT,232.39471435546875,-0.0028462722802836287,53.4046873802728,5.414781742795034,5.45780627885788,5.500830814920725,1.2118310317555125,0.43018163171492263
2020-06-30,AMZN,137.9409942626953,0.000320273204750496,65.96895604192028,4.813294618535913,4.8850827761540945,4.956870933772276,-0.3018465375355552,1.164838468663981
2020-06-30,AVGO,284.0856018066406,-0.002385513981078745,60.17766531664084,5.588085489407053,5.628683606402005,5.669281723396956,-0.680719508178893,0.04606731214306734
2020-06-30,AXP,90.17996215820312,-0.0004901958965225784,48.07615572244377,4.476184167432154,4.581736613896906,4.687289060361658,0.4046923913474543,-0.26028840326349295
2020-06-30,BA,183.3000030517578,0.0007173892925714598,52.895910865240225,5.100224558355806,5.25180450002136,5.403384441686915,2.259990716926731,0.9000688414372561
2020-06-30,BAC,21.51170539855957,-0.0016113003699040015,47.769323409635,3.0607140062745146,3.1752200683893888,3.289726130504263,0.987399336794501,-0.2885638560214101
2020-06-30,BDX,220.46437072753906,0.0005343456225247453,49.16474714940683,5.351607691164858,5.388756545950502,5.425905400736145,1.1780389888663227,-0.858736151781513
2020-06-30,BIIB,267.54998779296875,0.00022826637984848115,40.81501624126004,5.521929297763543,5.633196970158911,5.74446464255428,0.35508028686872056,-1.723055137184602
2020-06-30,BKNG,1584.6279296875,0.0002698228744473661,49.30835167875646,7.320164108836041,7.413043441419601,7.505922774003162,0.22705141373704849,-0.23873589103600856
2020-06-30,BLK,492.3884582519531,-0.002291594029377176,55.147728942512714,6.168565993155759,6.206306971224489,6.244047949293219,0.09681724127167617,0.3034627088344387
2020-06-30,BMY,51.37480545043945,-0.005034671776097637,49.54091385633075,3.885712918632258,3.9489923419391446,4.012271765246031,0.8806321582496747,-0.6417944506338848
2020-06-30,BRK-B,178.50999450683594,6.980424417092404e-05,46.19636384110238,5.1380153268558875,5.221019475157693,5.304023623459498,-0.19619745041144726,-0.7486525039688194
2020-06-30,BSX,35.11000061035156,0.0004030073403062072,47.03521317743794,3.530155372553991,3.6169143700357793,3.7036733675175677,1.1423007235284293,-1.0728042103763176
2020-06-30,C,43.75459671020508,-0.005785033459058503,50.55168876849079,3.730372396691102,3.8452837014367156,3.960195006182329,1.8751974740118578,0.2404005398184303
2020-06-30,CAT,116.07727813720703,-0.0013929346268557387,53.88032084551957,4.7026974396437105,4.770134452121344,4.837571464598977,-0.5584637871670804,-0.02008804645045871
2020-06-30,CCL,16.420000076293945,0.0013718916861065018,47.94828192595104,2.7448717063371575,2.97630911475908,3.2077465231810027,1.7477656878281556,0.10187822179711245
2020-06-30,CHTR,510.0400085449219,0.00037748479204105626,47.19469922212454,6.21931166630291,6.2665672894303075,6.313822912557705,0.10150883776753337,-0.175545364751581
2020-06-30,CI,176.61163330078125,-0.0011067969290466369,47.05531411184169,5.118908533475482,5.216567773376296,5.31422701327711,0.3196224104823274,-0.7521503828870111
2020-06-30,CMCSA,35.55513381958008,-0.00210408273429034,50.766791231530235,3.5507335271799616,3.6163454754694655,3.6819574237589694,0.34730684538995277,-0.09620114992924
2020-06-30,CME,138.53167724609375,-0.010482149320292261,38.35645112561964,4.916201373721432,5.019565948180358,5.122930522639285,0.5946365870775101,-1.5519355729222768
2020-06-30,CMG,1052.3599853515625,0.00021249190766639575,58.9077127394392,6.907611132772676,6.943513935515112,6.979416738257548,-0.41762493547985713,0.17290428958841517
2020-06-30,CNC,63.54999923706055,0.001118801294427911,49.2681370189116,4.112426831491862,4.1663646888903,4.220302546288738,0.9851598338105364,-0.6598374061563198
2020-06-30,COP,36.243431091308594,-0.004331582038877396,48.843167689233496,3.5546333960723593,3.6650112859553943,3.7753891758384293,-0.419445533331621,-0.35068669960019994
